,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2078.0,공중화장실,"""""",도곡근린공원화장실,서울특별시 도곡동 산179-3,"""""",2,2,0,0,0,0,3,0,0,공원녹지과,"""""","""""",24시간,"""""",37.4909825135267,127.043769127331,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2079.0,공중화장실,"""""",개포근린공원,서울특별시 강남구 개포동 139,"""""",1,2,1,0,0,0,2,1,0,공원녹지과,"""""","""""",24시간,"""""",37.482613279696,127.066133951051,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2080.0,공중화장실,"""""",학동근린공원,서울특별시 강남구 논현동 26,"""""",1,2,1,0,0,0,2,1,0,공원녹지과,"""""","""""",24시간,"""""",37.5154898793588,127.025203723398,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2081.0,공중화장실,"""""",역삼근린공원화장실,서울특별시 강남구 논현로79길 24,"""""",3,5,1,0,0,0,6,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4975937599618,127.03626871276,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2082.0,공중화장실,"""""",역삼근린공원화장실,서울특별시 강남구 논현로79길 24,"""""",3,5,1,0,0,0,6,1,1,공원녹지과,"""""","""""",8:42,"""""",37.4975937599618,127.03626871276,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2083.0,공중화장실,"""""",역삼근린공원화장실,서울특별시 강남구 논현로79길 24,"""""",3,5,1,0,0,0,6,1,1,공원녹지과,"""""","""""",8:42,"""""",37.4975937599618,127.03626871276,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2084.0,공중화장실,"""""",도산근린공원,서울특별시 강남구 신사동 649-9,"""""",2,2,1,0,0,0,4,1,1,공원녹지과,"""""","""""",24시간,"""""",37.5243907896015,127.035117384097,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2085.0,공중화장실,"""""",늘벗근린공원,서울특별시 강남구 대치동501,"""""",2,5,1,0,0,0,3,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4895710417903,127.057159870172,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2086.0,공중화장실,"""""",대청근린공원,서울특별시 강남구 일원동621,"""""",2,3,1,0,0,0,5,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4925798275855,127.082653315996,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2087.0,공중화장실,"""""",대진근린공원,서울특별시 강남구 개포동 13-1,"""""",3,3,1,0,0,0,5,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4955834847639,127.078603507681,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2088.0,공중화장실,"""""",한솔근린공원,서울특별시 강남구 일원동 732,"""""",2,2,0,0,0,0,3,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4809894902532,127.078078765039,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2089.0,공중화장실,"""""",학여울근린공원화장실,서울특별시 개포로 509,"""""",2,2,0,0,0,0,3,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4897071308148,127.068290986744,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2090.0,공중화장실,"""""",늘푸린근린공원,서울특별시 강남구 일원동690,"""""",2,3,1,0,0,0,5,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4899968297223,127.07745322613,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2091.0,공중화장실,"""""",탄천근린공원,서울특별시 강남구 수서동722,"""""",2,3,1,0,0,0,5,1,1,공원녹지과,"""""","""""",24시간,"""""",37.4878958592637,127.106203401039,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2092.0,공중화장실,"""""",신사근린공원,서울특별시 강남구 압구정동422,"""""",2,2,0,0,0,0,1,1,0,공원녹지과,"""""","""""",24시간,"""""",37.5267155800625,127.021476587486,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,"""""","""""",2022-11-28
2093.0,개방화장실,법제3조제16호-영제3조제1항제1호,열린금호교육문화관,서울특별시 성동구 무수막길 69,서울특별시 성동구 금호2가 511,8,10,1,0,2,0,8,0,2,서울특별시 성동구청 문화체육과,"""02-2204-7650""",정시,06:00~22:00,2002-05,37.5525373,127.0196603,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,2022-10,2023-12-20
2094.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울숲복합문화체육센터,서울특별시 성동구 왕십리로11길 19,서울특별시 성동구 성수동1가 685-63,3,9,1,0,0,1,4,1,0,서울특별시 성동구청 문화체육과,"""02-2204-6600""",정시,06:00~22:00,2023-06,37.5495818,127.041097,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""",2022-07,2023-12-20
2095.0,개방화장실,"""""",은마종합상가,서울특별시 삼성로 212 (대치동),"""""",14,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4996157705058,127.065915414443,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2096.0,개방화장실,"""""",은마종합상가 편의동,서울특별시 삼성로 212 (대치동),"""""",11,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4996157705058,127.065915414443,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2097.0,개방화장실,"""""",극동교회,서울특별시 삼성로 150 (대치동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4956953356085,127.068564672209,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2098.0,개방화장실,"""""",미도종합상가,서울특별시 삼성로 150 (대치동),"""""",48,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~21:00,"""""",37.4956953356085,127.068564672209,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2099.0,개방화장실,"""""",영광빌딩,서울특별시 테헤란로84길 17 (대치동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5060897562735,127.058943137034,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2100.0,개방화장실,"""""",메트로칸 오피스텔,서울특별시 테헤란로88길 10 (대치동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5068423754133,127.059463196738,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2101.0,개방화장실,"""""",신도빌딩,서울특별시 테헤란로88길 14 (대치동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5065624828205,127.059721972597,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2102.0,개방화장실,"""""",삼흥2빌딩,서울특별시 테헤란로 514 (대치동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5074267999126,127.059755460388,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2103.0,개방화장실,"""""",섬유센터,서울특별시 테헤란로 518 (대치동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5075910839105,127.060579419429,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2104.0,개방화장실,"""""",홍우빌딩,서울특별시 테헤란로 522 (대치동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5079048695184,127.061344352436,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2105.0,개방화장실,법제3조제16호-영제3조제1항제1호,동부수도사업소 화장실,서울특별시 성동구 고산자로10길 13,서울특별시 성동구 행당1동 142-1,2,3,1,0,0,0,3,1,0,동부수도사업소,"""02-3146-2619""",정시,09:00~18:00,1991-08,37.5592312,127.0354364,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,"""""",2022-12,2023-12-20
2106.0,개방화장실,법제3조제16호-영제3조제1항제1호,강변 공영주차장 화장실,서울특별시 성동구 둘레길 47-5,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5369636168374,127.049066640801,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2107.0,개방화장실,법제3조제16호-영제3조제1항제1호,마장서문 공영주차장 화장실,서울특별시 성동구 고산자로26길 6,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5704702145721,127.038297404784,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2108.0,개방화장실,법제3조제16호-영제3조제1항제1호,홍익동 공영주차장 화장실,서울특별시 성동구 무학로10길 28,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5656081753353,127.033863011104,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2109.0,개방화장실,법제3조제16호-영제3조제1항제1호,성수1가1동 공영주차장 화장실,서울특별시 성동구 성덕정1길 6,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5399282763904,127.046369619164,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2110.0,개방화장실,법제3조제16호-영제3조제1항제1호,성수2가1동 공영주차장 화장실,서울특별시 성동구 성덕정길 115,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.53723986293,127.056147034878,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2111.0,개방화장실,법제3조제16호-영제3조제1항제1호,성수2가3동 공영주차장 화장실,서울특별시 성동구 광나루로4가길 23,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5490040478441,127.055157868168,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2112.0,개방화장실,법제3조제16호-영제3조제1항제1호,응봉동 공영주차장 화장실,서울특별시 성동구 독서당로63길 40,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5534334913074,127.030762180586,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2113.0,개방화장실,법제3조제16호-영제3조제1항제1호,용답동 공영주차장 화장실,서울특별시 성동구 용답29길 22,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5645640357028,127.054306626132,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2114.0,개방화장실,법제3조제16호-영제3조제1항제1호,하왕십리동 공영주차장 화장실,서울특별시 성동구 무학봉길 48,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 교통지도과,"""""",상시,06:00~23:00,"""""",37.5602883549269,127.027920768234,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2115.0,개방화장실,법제3조제16호-영제3조제1항제1호,성동공유센터 2층 화장실,서울특별시 성동구 행당로6길 10,서울특별시 성동구,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 자치행정과,"""""",상시,09:00~18:00,"""""",37.5551835704524,127.025552190697,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
2116.0,개방화장실,"""""",세아빌딩,서울특별시 영동대로 429 (대치동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5076352386098,127.063149564993,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2117.0,개방화장실,"""""",기아오토큐 대치점,서울특별시 역삼로 559 (대치동),"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.5052417940739,127.064345817026,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2118.0,개방화장실,"""""",대한민국,서울특별시 영동대로85길17-5 (대치동),"""""",15,0,0,0,0,0,0,0,0,개인,"""""","""""",10:00~22:00,"""""",37.5067308548476,127.062386737012,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2119.0,개방화장실,"""""",대치동교회,서울특별시 역삼로84길 8,"""""",10,0,0,0,0,0,0,0,0,개인,"""""","""""",09:30~18:00,"""""",37.502962115433,127.059801889551,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2120.0,개방화장실,"""""",신사에스엔지(구 신사제2빌딩),서울특별시 역삼로 542 (대치동),"""""",11,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5039798384138,127.062343846502,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2121.0,개방화장실,"""""",서울베다니 교회,서울특별시 삼성로62길 14,"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",09:30~18:00,"""""",37.4997400456372,127.061868400092,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2122.0,개방화장실,"""""",삼성상가,서울특별시 도곡로 516 (대치동),"""""",11,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4991812807975,127.062987853204,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2123.0,개방화장실,"""""",명가원,서울특별시 도곡로526 (대치동),"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4995548896881,127.063898080574,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2124.0,개방화장실,"""""",천주교 서울대교구 대치2동성당,서울특별시 도곡로 540,"""""",14,0,0,0,0,0,0,0,0,개인,"""""","""""",05:00~22:00,"""""",37.5002918982258,127.066535402945,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2125.0,개방화장실,"""""",은마 주유소,서울특별시 영동대로 235 (대치동),"""""",4,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~24:00,"""""",37.500048799955,127.067184321975,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2126.0,개방화장실,"""""",코스모타워(KT&G),서울특별시 영동대로 416 (대치동),"""""",12,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5065841136869,127.065326637295,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2127.0,개방화장실,"""""",동일타워,서울특별시 테헤란로114길 38 (대치동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5071243239638,127.066992963064,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2128.0,개방화장실,"""""",새마을운동중앙회,서울특별시 영동대로 316 (대치동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5026825426195,127.067161914348,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2129.0,개방화장실,"""""",세한889타워,서울특별시 선릉로 428(대치동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5033532547808,127.049875769645,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2130.0,개방화장실,"""""",다봉타워빌딩,서울특별시 테헤란로 418 (대치동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",08:00~24:00,"""""",37.5050979384459,127.052222794462,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2131.0,개방화장실,"""""",㈜동산빌딩 동산빌딩점,서울특별시 테헤란로 70길 16,"""""",10,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.5044018828545,127.053296384694,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2132.0,개방화장실,"""""",포스코,서울특별시 테헤란로 440 (대치동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5058149679709,127.056130956028,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2133.0,개방화장실,"""""",롯데캐슬상가,서울특별시 삼성로85길 11 (대치동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5045993053356,127.056186481052,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2134.0,개방화장실,"""""",충무성결교회,서울특별시 삼성로85길 25 (대치동),"""""",13,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5045624540469,127.055231579778,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2135.0,개방화장실,"""""",센트럴 주유소,서울특별시 삼성로 335 (대치동),"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~22:00,"""""",37.5014264471377,127.059074163314,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2136.0,개방화장실,"""""",성원타워,서울특별시 선릉로 514( 삼성동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~23:00,"""""",37.5056023729557,127.049162712328,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2137.0,개방화장실,"""""",이케이타워,서울특별시 테헤란로 407(삼성동),"""""",12,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.505392761745,127.050109429191,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2138.0,개방화장실,"""""",동신빌딩,서울특별시 테헤란로 409(삼성동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~19:00,"""""",37.5053601174069,127.050386949115,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2139.0,개방화장실,"""""",성담빌딩,서울특별시 테헤란로 411 (삼성동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",05:00~23:00,"""""",37.5054936224827,127.050863180985,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2140.0,개방화장실,"""""",삼성금융플라자,서울특별시 테헤란로 419 (삼성동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5058701186479,127.052180354928,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2141.0,개방화장실,"""""",현대타워,서울특별시 테헤란로 423,"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.5062216594214,127.053059944282,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2142.0,개방화장실,"""""",송현빌딩,서울특별시 테헤란로79길 13,"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.5076906819644,127.054977597121,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2143.0,개방화장실,"""""",채널리저브,서울특별시 삼성로 517 (삼성동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5079854660981,127.055223583203,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2144.0,개방화장실,"""""",제이에스타워,서울특별시 테헤란로79길 6(삼성동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~22:00,"""""",37.5073169990254,127.055632288907,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2145.0,개방화장실,"""""",㈜광연자동차 운전전문학원,서울특별시 헌릉로733,"""""",13,0,0,0,0,0,0,0,0,개인,"""""","""""",08:00~19:30,"""""",37.4672833467557,127.119006000455,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2146.0,개방화장실,"""""",GS칼텍스㈜산성주유소,서울특별시 헌릉로 730,"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4665662897924,127.119038436459,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2147.0,개방화장실,"""""",세곡주유소,서울특별시 헌릉로 731,"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",05:00~23:00,"""""",37.4672717183911,127.118742598267,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2148.0,개방화장실,"""""",강남제일교회,서울특별시 헌릉로637길 12,"""""",11,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.4659514479342,127.109040245226,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2149.0,개방화장실,"""""",송파농협 세곡동지점,서울특별시 헌릉로 637길 22,"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.4664185212585,127.109149440993,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2150.0,개방화장실,"""""",글라스타워,서울특별시 테헤란로 534 (대치동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~23:00,"""""",37.5080381764122,127.06279566981,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2151.0,개방화장실,"""""",세곡해성빌딩,서울특별시 헌릉로570길 30,"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4631824218144,127.102956006904,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2152.0,개방화장실,"""""",위시존 강남점,서울특별시 헌릉로569길 39-5,"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",0.0,0.0,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2153.0,개방화장실,"""""",방죽주유소,서울특별시 밤고개로 215 (율현동),"""""",4,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~23:00,"""""",37.4749982222533,127.106869450908,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2154.0,개방화장실,법제3조제16호-영제3조제1항제1호,굿모닝요양병원,서울특별시 성동구 천호대로 436 (용답동),서울특별시 성동구 용답동 235-3,20,4,1,0,0,0,22,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5606946436936,127.067209765581,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2155.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울동인병원,"서울특별시 성동구 왕십리로 382, 동인병원 (하왕십리동)",서울특별시 성동구 하왕십리동 1070-3 동인병원,1,2,0,0,0,0,2,0,0,병원,"""""",상시,07:00~19:00,"""""",37.5651102845783,127.028019796271,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2156.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울연세병원,서울특별시 성동구 왕십리로 296 (행당동),서울특별시 성동구 행당동 198-1,2,4,1,1,0,0,2,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5606402145348,127.036147702036,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2157.0,개방화장실,법제3조제16호-영제3조제1항제1호,시온요양병원,"서울특별시 성동구 자동차시장1길 85, JS 빌딩 (용답동)",서울특별시 성동구 용답동 235-8 JS 빌딩,5,5,1,1,0,0,5,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5605377248611,127.067148620046,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2158.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울프라임병원,서울특별시 성동구 동일로 133 (성수동2가),서울특별시 성동구 성수동2가 279-44,12,8,1,1,0,0,11,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5443991308812,127.064908803881,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2159.0,개방화장실,법제3조제16호-영제3조제1항제1호,서울효사랑요양병원,"서울특별시 성동구 동일로 93, 서울효사랑병원 (성수동2가)",서울특별시 성동구 성수동2가 275-2 서울효사랑병원,6,4,1,1,0,0,2,1,0,병원,"""""",상시,07:00~19:00,"""""",37.54114957538,127.063100424635,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2160.0,개방화장실,법제3조제16호-영제3조제1항제1호,연세슬기병원,"서울특별시 성동구 무학로2길 8, 연세슬기병원 (도선동)",서울특별시 성동구 도선동 365-1 연세슬기병원,2,2,1,1,0,0,2,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5642703458178,127.030678010912,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2161.0,개방화장실,법제3조제16호-영제3조제1항제1호,연세슬기병원,"서울특별시 성동구 무학로2길 8, 연세슬기병원 (도선동)",서울특별시 성동구 도선동 365-1 연세슬기병원,2,2,1,1,0,0,2,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5642703458178,127.030678010912,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
